ward_code,spatial_effects,mean_residuals,obesity_rate
E05000518,-14.043117748820197,1.4210854715202004e-14,6.915
E05000520,-3.032774544041304,1.509903313490213e-14,14.495
E05000521,-7.402452980822068,1.5987211554602254e-14,18.259999999999998
E05000522,-16.693948690847527,1.3322676295501878e-14,8.685
E05000523,-4.86752384456615,1.5987211554602254e-14,16.7975
E05000524,-7.312955704369365,1.4210854715202004e-14,11.6275
E05000525,-10.903234628919504,1.509903313490213e-14,9.8325
E05000526,-6.4937256465791,1.4210854715202004e-14,12.49
E05000528,-10.262137673024391,1.3322676295501878e-14,8.8425
E05000529,-11.822295551266361,1.3322676295501878e-14,7.45
E05000530,-15.223638679403175,1.4210854715202004e-14,6.4575
E05000531,-13.103010882531658,1.4210854715202004e-14,6.692500000000001
E05000532,-8.06282642766208,1.7763568394002505e-14,12.775
E05000533,-7.7489270578550205,1.509903313490213e-14,13.8125
E05000534,1.9637208107105781,1.5987211554602254e-14,25.259999999999998
E05000535,2.4290438955603486,1.2434497875801753e-14,27.6975
E05000536,2.418349182799898,1.4210854715202004e-14,26.045
E05000537,6.110461458525807,1.2878587085651816e-14,28.965000000000003
E05000538,7.91501564083833,1.3322676295501878e-14,22.355
E05000539,-9.667921044874756,1.3322676295501878e-14,17.1775
E05000540,6.896858103276703,1.5987211554602254e-14,29.775
E05000541,8.17720267533615,1.509903313490213e-14,29.8475
E05000542,2.1774037919991978,1.1546319456101628e-14,25.685000000000002
E05000543,6.371841721651034,1.509903313490213e-14,28.6875
E05000544,3.8301982127502026,1.687538997430238e-14,26.487499999999997
E05000545,5.657297727534872,1.509903313490213e-14,25.575
E05000546,1.7299502305872547,1.3322676295501878e-14,28.96
E05000547,2.291278715953731,1.4210854715202004e-14,20.8475
E05000548,8.365337189311962,1.3766765505351941e-14,31.715
E05000549,7.655855618912713,1.509903313490213e-14,30.75
E05000550,7.131729407962616,1.4210854715202004e-14,29.835
E05000551,4.776377908811273,1.509903313490213e-14,26.97
E05000552,6.910990043651861,1.5987211554602254e-14,26.65
E05000553,4.530990349534216,1.4210854715202004e-14,26.802500000000002
E05000554,-10.14190908474498,1.687538997430238e-14,11.8925
E05000555,1.7936925981261167,1.4210854715202004e-14,21.3775
E05000556,0.5808475209292538,1.3322676295501878e-14,22.8275
E05000557,-6.546263501540521,1.5987211554602254e-14,17.932499999999997
E05000558,-7.197788615804381,1.3322676295501878e-14,13.8175
E05000559,-5.118841947553713,1.3322676295501878e-14,14.567499999999999
E05000560,-9.362248468785783,1.4210854715202004e-14,13.184999999999999
E05000561,-11.840640065429122,1.3322676295501878e-14,13.1725
E05000562,3.8407469849349365,1.2434497875801753e-14,25.1075
E05000563,-5.552432280739634,1.4210854715202004e-14,17.55
E05000564,-3.172514154626853,1.509903313490213e-14,19.585
E05000565,-2.246941396723493,1.509903313490213e-14,19.3475
E05000566,-4.120164378364058,1.2434497875801753e-14,19.0075
E05000567,-3.960444051627102,1.687538997430238e-14,17.3375
E05000568,-4.063794373174218,1.5987211554602254e-14,20.697499999999998
E05000569,-5.87030180637663,1.4210854715202004e-14,16.5225
E05000570,-2.533604856721051,1.687538997430238e-14,20.7775
E05000571,1.8024228133925115,1.3322676295501878e-14,21.2925
E05000572,-4.488128660032357,1.5987211554602254e-14,17.91
E05000590,0.14058899737779385,1.1546319456101628e-14,23.225
E05000591,1.2517412082852557,1.509903313490213e-14,22.78
E05000592,3.008412451602382,1.4210854715202004e-14,22.78
E05000593,-1.536771449269172,1.3322676295501878e-14,18.82
E05000594,-4.406229300103835,1.5987211554602254e-14,18.7225
E05000595,0.9786000594433482,1.4210854715202004e-14,20.17
E05000596,-2.009922431922256,1.509903313490213e-14,21.9725
E05000597,-2.0102232045922865,1.5987211554602254e-14,17.2675
E05000598,-0.6581762750852818,1.509903313490213e-14,18.7725
E05000599,7.093874712945049,1.5987211554602254e-14,24.33
E05000600,7.27418034199428,1.1546319456101628e-14,26.515
E05000601,1.7126102267295522,1.3322676295501878e-14,24.8275
E05000602,2.2319426309100585,1.3322676295501878e-14,23.8275
E05000603,3.8959915818297075,1.5987211554602254e-14,22.494999999999997
E05000604,-0.5475255698527519,1.3322676295501878e-14,20.6475
E05000605,-5.491674995268407,1.509903313490213e-14,17.4925
E05000606,2.1488645467816836,1.5987211554602254e-14,23.7
E05000607,-3.284333177556565,1.4210854715202004e-14,21.0775
E05000608,-0.63889945436744,1.3322676295501878e-14,23.6275
E05000609,2.5682957741547554,1.4210854715202004e-14,20.9675
E05000610,-11.686289697928045,1.4210854715202004e-14,11.5725
E05000611,-5.728774798116146,1.3322676295501878e-14,16.625
E05000612,-1.1558261951848952,1.509903313490213e-14,19.935
E05000613,-8.192864515132264,1.4210854715202004e-14,14.190000000000001
E05000614,-2.0249977115102507,1.5987211554602254e-14,20.7975
E05000615,-5.419478133816983,1.4210854715202004e-14,18.5825
E05000616,-0.7023199264835602,1.5987211554602254e-14,22.305
E05000617,3.3441732911263573,1.4210854715202004e-14,26.677500000000002
E05000618,-5.083073859796993,1.509903313490213e-14,17.075
E05000619,-9.162369056351874,1.4210854715202004e-14,11.58
E05000620,4.394559001598789,1.509903313490213e-14,27.155
E05000622,3.342122154570178,1.3322676295501878e-14,25.2325
E05000623,2.3697636107301685,1.3322676295501878e-14,26.185000000000002
E05000624,-5.760549374563573,1.5987211554602254e-14,16.33
E05000625,-9.90144996095627,1.3322676295501878e-14,10.935
E05000626,2.0627358747643987,1.509903313490213e-14,21.36
E05000627,-2.0461119591479076,1.509903313490213e-14,15.3925
E05000628,-0.6324978314716008,1.5987211554602254e-14,20.259999999999998
E05000629,-2.30673165785414,1.4210854715202004e-14,19.57
E05000630,-0.6299496483685001,1.3322676295501878e-14,22.9675
E05000631,-2.6667921823319922,1.2434497875801753e-14,21.295
E05000632,10.885319961845447,1.1546319456101628e-14,33.085
E05000633,4.650545146064601,1.4210854715202004e-14,26.18
E05000634,6.714515429038275,1.509903313490213e-14,27.525
E05000635,4.354283008558633,1.7763568394002505e-14,26.9625
E05000636,-2.621890373729337,1.5987211554602254e-14,19.6575
E05000637,8.17305284875707,1.3026616822268503e-14,25.0
E05000638,0.18017912137680803,1.3322676295501878e-14,22.94
E05000639,3.030831345213299,1.3322676295501878e-14,24.285
E05000640,4.696959683792434,1.1546319456101628e-14,24.9875
E05000641,1.9897498026888496,1.3026616822268503e-14,25.0
E05000642,5.4234340593180805,1.687538997430238e-14,27.689999999999998
E05000643,5.001508144490759,1.4210854715202004e-14,22.7075
E05000644,2.862619921235571,1.4210854715202004e-14,24.5225
E05000645,5.764966866653739,1.4210854715202004e-14,25.725
E05000646,2.3597917249305524,1.687538997430238e-14,22.5875
E05000647,-2.469055327218636,1.5987211554602254e-14,21.4575
E05000648,5.649212566998025,1.4210854715202004e-14,26.965
E05000649,-2.979762088273824,1.5987211554602254e-14,21.869999999999997
